month,year,airline_id,unique_carrier,carrier_name,tdomt_gallons,total_gallons,tdomt_cost,total_cost
4,2015,19917,5X,United Parcel Service,31799000,60672000,54787000,102899000
4,2015,20007,5Y,Atlas Air Inc.,5636955,31568262,12923185,72922748
4,2015,19874,8C,Air Transport International,0,852865,0,2575768
4,2015,20363,9E,Endeavor Air Inc.,0,0,0,0
4,2015,20190,9S,Southern Air Inc.,0,4881042,0,17669372
4,2015,19805,AA,American Airlines Inc.,116256083,203505557,206306881,352802765
4,2015,20453,ABX,ABX Air Inc,52597,52597,139151,139151
4,2015,19930,AS,Alaska Airlines Inc.,34743425,35882825,68313621,70494201
4,2015,20409,B6,JetBlue Airways,47056338,57363395,94860351,115638233
4,2015,21167,CP,Compass Airlines,0,0,0,0
4,2015,19790,DL,Delta Air Lines Inc.,144125088,277118620,358110283,688094075
4,2015,20366,EV,ExpressJet Airlines Inc.,103937,103937,279676,279676
4,2015,20436,F9,Frontier Airlines Inc.,13356003,15227014,25109153,29015210
4,2015,20107,FX,Federal Express Corporation,59115713,93297251,114845000,179332000
4,2015,20368,G4,Allegiant Air,12232341,12232341,23788422,23788422
4,2015,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
4,2015,20166,GFQ,Gulf And Caribbean Cargo,99022,162682,219637,372605
4,2015,20402,GL,Miami Air International,356831,623927,875378,1530620
4,2015,19690,HA,Hawaiian Airlines Inc.,12656521,18281495,21885451,31763253
4,2015,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",18597,239642,32123,413944
4,2015,20370,KAQ,Kalitta Air LLC,846092,3280106,1499538,6372325
4,2015,21629,KD,Western Global,0,0,0,0
4,2015,21634,KH,Aloha Air Cargo,432138,432138,813287,813287
4,2015,20372,KLQ,Kalitta Charters II,72114,116938,171911,274916
4,2015,20169,L2,Lynden Air Cargo Airlines,195715,195715,436017,436017
4,2015,20151,M6,Amerijet International,313090,1817657,603805,3505418
4,2015,20398,MQ,Envoy Air,0,0,0,0
4,2015,20405,N8,"National Air Cargo Group, Inc. d/b/a Murray Air",100,1604979,0,4432422
4,2015,20108,NC,Northern Air Cargo Inc.,460887,460887,924252,924252
4,2015,20416,NK,Spirit Air Lines,18481670,20331870,33173626,36494638
4,2015,20304,OO,SkyWest Airlines Inc.,4221329,4221329,9037596,9037596
4,2015,20177,PFQ,Asia Pacific,0,249109,0,621392
4,2015,20100,PO,Polar Air Cargo Airways,2658689,14330377,4804429,25296061
4,2015,20149,PRQ,Florida West Airlines Inc.,0,0,0,0
4,2015,19687,QX,Horizon Air,0,0,0,0
4,2015,20448,S5,Shuttle America Corp.,6162438,6162438,10600900,10600900
4,2015,20422,SY,Sun Country Airlines d/b/a MN Airlines,3378896,4418863,6542669,8506082
4,2015,20447,U7,USA Jet Airlines Inc.,296005,300701,543675,556046
4,2015,19977,UA,United Air Lines Inc.,116937794,261169265,202381053,459085674
4,2015,20355,US,US Airways Inc.,70470266,94767804,119263796,161932791
4,2015,21171,VX,Virgin America,13601404,13807964,23380697,23771279
4,2015,20308,WE,Centurion Cargo Inc.,0,1108458,0,1792151
4,2015,20195,WI,Sky Lease Cargo,0,0,0,0
4,2015,20287,WP,Island Air Hawaii,139183,139183,260896,260896
4,2015,20377,X9,Omni Air Express,353962,2890980,798971,9494662
4,2015,20207,XP,XTRA Airways,36870,271504,85170,627175
4,2015,20378,YV,Mesa Airlines Inc.,0,0,0,0
4,2015,20452,YX,Republic Airlines,14753451,14753451,26091310,26091310
4,2015,20046,ZW,Air Wisconsin Airlines Corp,6694082,6694082,12946971,12946971
4,2015,19393,WN,Southwest Airlines Co.,159535373,160521743,292675472,294667617
5,2015,21236,0JQ,Vision Airlines,117980,117980,296130,296130
5,2015,21352,0WQ,Avjet Corporation,151657,184194,550515,629254
5,2015,20397,OH,PSA Airlines Inc.,0,0,0,0
5,2015,21645,23Q,Sky King Inc.,0,0,0,0
5,2015,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,441576,441576,1274853,1274853
5,2015,19917,5X,United Parcel Service,29971000,58414000,58439000,108911000
5,2015,20007,5Y,Atlas Air Inc.,6214653,31243883,15016444,75057352
5,2015,19874,8C,Air Transport International,2204,849334,4995,2534259
5,2015,20363,9E,Endeavor Air Inc.,0,0,0,0
5,2015,20190,9S,Southern Air Inc.,0,5117795,0,18526417
5,2015,19805,AA,American Airlines Inc.,115441594,212416201,225449744,397241638
5,2015,20453,ABX,ABX Air Inc,43151,43151,148008,148008
5,2015,19930,AS,Alaska Airlines Inc.,35623037,36409301,80595763,82267732
5,2015,20409,B6,JetBlue Airways,47589931,57258465,105762046,127249027
5,2015,21167,CP,Compass Airlines,0,0,0,0
5,2015,19790,DL,Delta Air Lines Inc.,149943988,292917532,372431466,726936793
5,2015,20366,EV,ExpressJet Airlines Inc.,92303,92303,326977,326977
5,2015,20436,F9,Frontier Airlines Inc.,15656246,16821545,32427206,35043475
5,2015,20107,FX,Federal Express Corporation,56673551,90621506,123279000,191769000
5,2015,20368,G4,Allegiant Air,11747610,11747610,26089990,26089990
5,2015,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
5,2015,20166,GFQ,Gulf And Caribbean Cargo,170451,293388,418879,735173
5,2015,20402,GL,Miami Air International,274165,447947,720766,1177628
5,2015,19690,HA,Hawaiian Airlines Inc.,13810410,19681745,26984166,37837919
5,2015,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",22253,279150,39962,501300
5,2015,20370,KAQ,Kalitta Air LLC,783751,4148479,1542677,8236796
5,2015,21629,KD,Western Global,26488,29333,26488,29333
5,2015,21634,KH,Aloha Air Cargo,414753,414753,802122,802122
5,2015,20372,KLQ,Kalitta Charters II,153273,203321,393885,530650
5,2015,20169,L2,Lynden Air Cargo Airlines,199054,199054,602639,602639
5,2015,20151,M6,Amerijet International,470245,2090800,995052,4424192
5,2015,20398,MQ,Envoy Air,0,0,0,0
5,2015,20405,N8,"National Air Cargo Group, Inc. d/b/a Murray Air",0,391218,0,1008271
5,2015,20108,NC,Northern Air Cargo Inc.,549497,563865,1289831,1325010
5,2015,20416,NK,Spirit Air Lines,19854871,21818540,43615268,47928866
5,2015,20304,OO,SkyWest Airlines Inc.,4399711,4399711,10860706,10860706
5,2015,20177,PFQ,Asia Pacific,0,297982,0,745308
5,2015,20100,PO,Polar Air Cargo Airways,2936648,14982233,5783793,28188541
5,2015,20149,PRQ,Florida West Airlines Inc.,0,0,0,0
5,2015,19687,QX,Horizon Air,0,0,0,0
5,2015,20448,S5,Shuttle America Corp.,6339654,6339654,12140525,12140525
5,2015,20422,SY,Sun Country Airlines d/b/a MN Airlines,3537580,4085455,7616617,8764207
5,2015,20447,U7,USA Jet Airlines Inc.,407142,419512,823652,857138
5,2015,19977,UA,United Air Lines Inc.,127377097,281041608,247357393,541121316
5,2015,20355,US,US Airways Inc.,73993495,102807684,135562558,188970134
5,2015,21171,VX,Virgin America,14202431,14411264,27684378,28123860
5,2015,20308,WE,Centurion Cargo Inc.,0,884689,0,1778942
5,2015,20195,WI,Sky Lease Cargo,0,0,0,0
5,2015,20287,WP,Island Air Hawaii,153319,153319,316247,316247
5,2015,20377,X9,Omni Air Express,355955,2693590,805252,8812000
5,2015,20207,XP,XTRA Airways,59357,318707,154922,831826
5,2015,20378,YV,Mesa Airlines Inc.,0,0,0,0
5,2015,20452,YX,Republic Airlines,14720553,14720553,28082523,28082523
5,2015,20046,ZW,Air Wisconsin Airlines Corp,6847837,6847837,13689513,13689513
5,2015,19393,WN,Southwest Airlines Co.,162647283,163746302,327303482,329765173
6,2015,21236,0JQ,Vision Airlines,74738,74738,238538,238538
6,2015,21352,0WQ,Avjet Corporation,151487,185771,524145,605056
6,2015,20397,OH,PSA Airlines Inc.,0,0,0,0
6,2015,21645,23Q,Sky King Inc.,0,0,0,0
9,2015,20190,9S,Southern Air Inc.,0,5223428,0,18908810
6,2015,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,441205,441205,1256215,1256215
6,2015,19917,5X,United Parcel Service,31429000,59915000,58337000,109371000
6,2015,20007,5Y,Atlas Air Inc.,5593432,30015537,13839343,74814353
6,2015,19874,8C,Air Transport International,1584,705831,4440,2176232
6,2015,20363,9E,Endeavor Air Inc.,0,0,0,0
6,2015,20190,9S,Southern Air Inc.,0,5079857,0,18389081
6,2015,19805,AA,American Airlines Inc.,116638773,214108956,226684694,399212661
6,2015,20453,ABX,ABX Air Inc,163837,163837,437255,437255
6,2015,19930,AS,Alaska Airlines Inc.,36782134,37408359,80408619,81707294
6,2015,20409,B6,JetBlue Airways,48806973,59381765,105581856,128457811
6,2015,21167,CP,Compass Airlines,0,0,0,0
6,2015,19790,DL,Delta Air Lines Inc.,157173139,309368932,387702516,762448424
6,2015,20366,EV,ExpressJet Airlines Inc.,96355,96355,326425,326425
6,2015,20436,F9,Frontier Airlines Inc.,15388161,16727512,28792350,31449921
6,2015,20107,FX,Federal Express Corporation,55645254,88825884,110483000,176853000
6,2015,20368,G4,Allegiant Air,14380696,14380696,30189211,30189211
6,2015,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
6,2015,20166,GFQ,Gulf And Caribbean Cargo,207698,386719,495862,943597
6,2015,20402,GL,Miami Air International,424264,543154,1079073,1381458
6,2015,19690,HA,Hawaiian Airlines Inc.,14405623,20034824,27418921,38268114
6,2015,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",50732,449031,115121,1018944
6,2015,20370,KAQ,Kalitta Air LLC,818081,3675460,1775687,7783803
6,2015,21629,KD,Western Global,25547,25547,25547,25547
6,2015,21634,KH,Aloha Air Cargo,448352,448352,845554,845554
6,2015,20372,KLQ,Kalitta Charters II,117525,254185,284186,639890
6,2015,20169,L2,Lynden Air Cargo Airlines,153039,153039,393288,393288
6,2015,20151,M6,Amerijet International,471522,2278489,958759,4632916
6,2015,20398,MQ,Envoy Air,0,0,0,0
6,2015,20405,N8,"National Air Cargo Group, Inc. d/b/a Murray Air",45584,339832,121690,871355
6,2015,20108,NC,Northern Air Cargo Inc.,611149,652296,1309252,1406216
6,2015,20416,NK,Spirit Air Lines,18621773,20923341,38350933,43090936
6,2015,20304,OO,SkyWest Airlines Inc.,4386900,4386900,10364644,10364644
6,2015,20177,PFQ,Asia Pacific,0,305329,0,787334
6,2015,20100,PO,Polar Air Cargo Airways,3046196,15224951,5840261,29506020
6,2015,20149,PRQ,Florida West Airlines Inc.,0,0,0,0
6,2015,19687,QX,Horizon Air,0,0,0,0
6,2015,20448,S5,Shuttle America Corp.,6398211,6398211,11612385,11612385
6,2015,20422,SY,Sun Country Airlines d/b/a MN Airlines,3772443,4587213,7688503,9300119
6,2015,20447,U7,USA Jet Airlines Inc.,437920,463401,851483,921016
6,2015,19977,UA,United Air Lines Inc.,133768070,290796314,251303283,555256568
6,2015,20355,US,US Airways Inc.,77624601,107949448,145338087,202677995
6,2015,21171,VX,Virgin America,14488660,14695842,26879590,27302521
6,2015,20308,WE,Centurion Cargo Inc.,0,705238,0,1489459
6,2015,20195,WI,Sky Lease Cargo,0,0,0,0
6,2015,20287,WP,Island Air Hawaii,80875,80875,166887,166887
6,2015,20377,X9,Omni Air Express,481014,2782806,1050797,8902996
6,2015,20207,XP,XTRA Airways,128976,509318,336627,1329320
6,2015,20378,YV,Mesa Airlines Inc.,0,0,0,0
6,2015,20452,YX,Republic Airlines,14666877,14666877,27550924,27550924
6,2015,20046,ZW,Air Wisconsin Airlines Corp,6925613,6925613,14090303,14090303
6,2015,19393,WN,Southwest Airlines Co.,167929798,169218120,330197128,333037370
7,2015,21236,0JQ,Vision Airlines,135175,135175,468104,468104
7,2015,21352,0WQ,Avjet Corporation,136368,214607,467742,656298
7,2015,21645,23Q,Songbird Airways Inc.,0,0,0,0
7,2015,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
7,2015,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,452761,452761,1144450,1144450
7,2015,19917,5X,United Parcel Service,33365000,63273000,57449000,108321000
7,2015,20007,5Y,Atlas Air Inc.,5281047,27228949,12092966,66508294
7,2015,19874,8C,Air Transport International,2641,855219,7403,2685989
7,2015,20363,9E,Endeavor Air Inc.,0,0,0,0
7,2015,20190,9S,Southern Air Inc.,0,5074207,0,18368629
7,2015,19805,AA,American Airlines Inc.,201980963,334771274,353850177,580459082
7,2015,20453,ABX,ABX Air Inc,16240,16240,52942,52942
7,2015,19930,AS,Alaska Airlines Inc.,38668993,39261441,77210689,78346872
7,2015,20409,B6,JetBlue Airways,52336513,65428178,102723978,128507248
7,2015,21167,CP,Compass Airlines,0,0,0,0
7,2015,19790,DL,Delta Air Lines Inc.,165878379,328391577,323303563,639035410
7,2015,20366,EV,ExpressJet Airlines Inc.,106408,106408,315492,315492
7,2015,20436,F9,Frontier Airlines Inc.,15842648,17161435,29839564,32571491
7,2015,20107,FX,Federal Express Corporation,59591508,94388028,94812000,157398000
7,2015,20368,G4,Allegiant Air,16007770,16007770,31277339,31277339
7,2015,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
7,2015,20166,GFQ,Gulf And Caribbean Cargo,78909,168974,172204,386612
7,2015,20402,GL,Miami Air International,295185,622112,673760,1419971
7,2015,19690,HA,Hawaiian Airlines Inc.,15202538,21092541,26911761,37618693
7,2015,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",27418,466806,62459,1063399
7,2015,20370,KAQ,Kalitta Air LLC,606861,2284442,1417948,5556493
7,2015,21629,KD,Western Global,18317,18317,18317,18317
7,2015,21634,KH,Aloha Air Cargo,422110,422110,731821,731821
7,2015,20372,KLQ,Kalitta Charters II,82070,131742,184624,300055
7,2015,20169,L2,Lynden Air Cargo Airlines,244628,244628,509729,509729
7,2015,20151,M6,Amerijet International,281433,2041035,530484,3847224
7,2015,20398,MQ,Envoy Air,0,0,0,0
7,2015,20405,N8,"National Air Cargo Group, Inc. d/b/a Murray Air",61217,840221,199187,7326434
7,2015,20108,NC,Northern Air Cargo Inc.,568049,568049,1110307,1110307
7,2015,20416,NK,Spirit Air Lines,20130428,22618458,37646874,42299858
7,2015,20397,OH,PSA Airlines Inc.,0,0,0,0
7,2015,20304,OO,SkyWest Airlines Inc.,5077358,5077358,11266087,11266087
7,2015,20177,PFQ,Asia Pacific,0,281808,0,695908
7,2015,20100,PO,Polar Air Cargo Airways,2784258,14539906,5112466,27220294
7,2015,20149,PRQ,Florida West Airlines Inc.,0,0,0,0
7,2015,19687,QX,Horizon Air,0,0,0,0
7,2015,20448,S5,Shuttle America Corp.,6954432,6954432,11676632,11676632
7,2015,20422,SY,Sun Country Airlines d/b/a MN Airlines,4128996,4598092,7839447,8800741
7,2015,20447,U7,USA Jet Airlines Inc.,318263,323655,572641,586920
7,2015,19977,UA,United Air Lines Inc.,137650790,303569764,237596442,539559041
7,2015,21171,VX,Virgin America,14991775,15236737,26487452,26948360
7,2015,20308,WE,Centurion Cargo Inc.,0,1457996,0,2814939
7,2015,20195,WI,Sky Lease Cargo,0,0,0,0
7,2015,20287,WP,Island Air Hawaii,96694,96694,186483,186483
7,2015,20377,X9,Omni Air Express,406897,2915170,742580,8845554
7,2015,20207,XP,XTRA Airways,43850,490417,114449,1279989
7,2015,20378,YV,Mesa Airlines Inc.,0,0,0,0
7,2015,20452,YX,Republic Airlines,15430476,15430476,27154965,27154965
7,2015,20046,ZW,Air Wisconsin Airlines Corp,7237519,7237519,14134661,14134661
7,2015,19393,WN,Southwest Airlines Co.,176518232,177917461,334978520,337866884
8,2015,21236,0JQ,Vision Airlines,39676,39676,62334,62334
8,2015,21352,0WQ,Avjet Corporation,120866,162806,384354,489623
8,2015,21645,23Q,Songbird Airways Inc.,0,0,0,0
8,2015,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
8,2015,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,390175,390175,955898,955898
8,2015,19917,5X,United Parcel Service,31350000,60452000,48203000,92070000
8,2015,20007,5Y,Atlas Air Inc.,6770543,35702518,15124318,80900685
8,2015,19874,8C,Air Transport International,16468,796103,41225,2335231
8,2015,20363,9E,Endeavor Air Inc.,0,0,0,0
8,2015,20190,9S,Southern Air Inc.,0,5388904,0,19507832
8,2015,19805,AA,American Airlines Inc.,196608151,327066559,318770090,518931892
8,2015,20453,ABX,ABX Air Inc,46663,46663,108224,108224
8,2015,19930,AS,Alaska Airlines Inc.,38688304,39206246,68451612,69336410
8,2015,20409,B6,JetBlue Airways,51893463,64992149,93560858,117255997
8,2015,21167,CP,Compass Airlines,0,0,0,0
8,2015,19790,DL,Delta Air Lines Inc.,168924536,329584040,309895992,603720416
8,2015,20366,EV,ExpressJet Airlines Inc.,93692,93692,242305,242305
8,2015,20436,F9,Frontier Airlines Inc.,15868227,16890270,27126119,29042090
8,2015,20107,FX,Federal Express Corporation,55497962,88394637,79216000,132252000
8,2015,20368,G4,Allegiant Air,12825543,12825543,22762439,22762439
8,2015,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
8,2015,20166,GFQ,Gulf And Caribbean Cargo,232180,380804,503871,823835
8,2015,20402,GL,Miami Air International,275360,586305,626901,1334818
8,2015,19690,HA,Hawaiian Airlines Inc.,15212466,21083133,24445148,34437307
8,2015,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",47179,384638,93275,760446
8,2015,20370,KAQ,Kalitta Air LLC,465975,2177996,949520,4459447
8,2015,21629,KD,Western Global,111859,111859,111859,111859
8,2015,21634,KH,Aloha Air Cargo,435947,435947,659061,659061
8,2015,20372,KLQ,Kalitta Charters II,132138,239031,271263,512182
8,2015,20169,L2,Lynden Air Cargo Airlines,200673,200673,495425,495425
8,2015,20151,M6,Amerijet International,300582,1855787,509736,3147102
8,2015,20398,MQ,Envoy Air,0,0,0,0
8,2015,20405,N8,"National Air Cargo Group, Inc. d/b/a Murray Air",0,857599,0,2217327
8,2015,20108,NC,Northern Air Cargo Inc.,602262,615573,1089047,1116691
8,2015,20416,NK,Spirit Air Lines,21128862,23634074,35201541,39375326
8,2015,20397,OH,PSA Airlines Inc.,0,0,0,0
8,2015,20304,OO,SkyWest Airlines Inc.,5152349,5152349,10273097,10273097
8,2015,20177,PFQ,Asia Pacific,0,289437,0,675999
8,2015,20100,PO,Polar Air Cargo Airways,2568934,12846994,4233449,21657282
8,2015,20149,PRQ,Florida West Airlines Inc.,0,0,0,0
8,2015,19687,QX,Horizon Air,0,0,0,0
8,2015,20448,S5,Shuttle America Corp.,7066823,7066823,10640375,10640375
8,2015,20422,SY,Sun Country Airlines d/b/a MN Airlines,4046304,4632793,7073932,8092056
8,2015,20447,U7,USA Jet Airlines Inc.,437828,447707,716628,742393
8,2015,19977,UA,United Air Lines Inc.,133231965,296817950,206484566,471661958
8,2015,21171,VX,Virgin America,15076156,15272587,24214310,24546194
8,2015,20308,WE,Centurion Cargo Inc.,0,763058,0,1425570
8,2015,20195,WI,Sky Lease Cargo,0,0,0,0
8,2015,20287,WP,Island Air Hawaii,97531,97531,173454,173454
8,2015,20377,X9,Omni Air Express,370669,2678992,670913,8428878
8,2015,20207,XP,XTRA Airways,35595,280951,74160,585345
8,2015,20378,YV,Mesa Airlines Inc.,0,0,0,0
8,2015,20452,YX,Republic Airlines,14684188,14684188,23058025,23058025
8,2015,20046,ZW,Air Wisconsin Airlines Corp,7127324,7127324,12331499,12331499
8,2015,19393,WN,Southwest Airlines Co.,164255807,165183120,288684674,290411867
9,2015,21236,0JQ,Vision Airlines,30827,30827,83913,83913
9,2015,21352,0WQ,Avjet Corporation,142989,195384,426107,556570
9,2015,21645,23Q,Songbird Airways Inc.,0,0,0,0
9,2015,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
9,2015,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,413895,413895,1068072,1068072
9,2015,19917,5X,United Parcel Service,32737000,61582000,48379000,88700000
9,2015,20007,5Y,Atlas Air Inc.,8729832,46138209,18356399,100120966
9,2015,19874,8C,Air Transport International,2873,667016,4642,1975372
9,2015,20363,9E,Endeavor Air Inc.,0,0,0,0
9,2015,19805,AA,American Airlines Inc.,173943012,292644948,263625973,433374647
9,2015,20453,ABX,ABX Air Inc,71385,71385,137773,137773
9,2015,19930,AS,Alaska Airlines Inc.,34534129,34924089,58015853,58647297
9,2015,20409,B6,JetBlue Airways,45395551,54777304,79937250,96471232
9,2015,21167,CP,Compass Airlines,0,0,0,0
9,2015,19790,DL,Delta Air Lines Inc.,141344063,282681028,238849459,476767387
9,2015,20366,EV,ExpressJet Airlines Inc.,66005,66005,213211,213211
9,2015,20436,F9,Frontier Airlines Inc.,15286946,16003377,21436220,22545183
9,2015,20107,FX,Federal Express Corporation,56281810,89688508,81036000,132011000
9,2015,20368,G4,Allegiant Air,8684843,8684843,14929816,14929816
9,2015,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
9,2015,20166,GFQ,Gulf And Caribbean Cargo,341463,440227,669610,887924
9,2015,20402,GL,Miami Air International,305282,423044,714604,990261
9,2015,19690,HA,Hawaiian Airlines Inc.,13392833,19003431,20595770,29471462
9,2015,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",46985,294940,89588,562374
9,2015,20370,KAQ,Kalitta Air LLC,588033,2859895,1245528,5722280
9,2015,21629,KD,Western Global,8723,8723,8723,8723
9,2015,21634,KH,Aloha Air Cargo,429319,429319,634692,634692
9,2015,20372,KLQ,Kalitta Charters II,334744,386630,674325,782378
9,2015,20169,L2,Lynden Air Cargo Airlines,189034,192408,441775,447145
9,2015,20151,M6,Amerijet International,227343,1752672,375086,2891676
9,2015,20398,MQ,Envoy Air,0,0,0,0
9,2015,20405,N8,"National Air Cargo Group, Inc. d/b/a Murray Air",102117,640536,227848,1444785
9,2015,20108,NC,Northern Air Cargo Inc.,587910,587910,1045705,1045705
9,2015,20416,NK,Spirit Air Lines,19673923,21431289,31412058,34217928
9,2015,20397,OH,PSA Airlines Inc.,0,0,0,0
9,2015,20304,OO,SkyWest Airlines Inc.,5250159,5250159,9365705,9365705
9,2015,20177,PFQ,Asia Pacific,0,283640,0,627632
9,2015,20100,PO,Polar Air Cargo Airways,2676198,14526141,4249582,21915519
9,2015,20149,PRQ,Florida West Airlines Inc.,0,0,0,0
9,2015,19687,QX,Horizon Air,0,0,0,0
9,2015,20448,S5,Shuttle America Corp.,6363950,6363950,9208147,9208147
9,2015,20422,SY,Sun Country Airlines d/b/a MN Airlines,3236172,3499420,5981104,6426166
9,2015,20447,U7,USA Jet Airlines Inc.,620730,634271,988066,1015262
9,2015,19977,UA,United Air Lines Inc.,118074789,262169347,174087571,390817490
9,2015,21171,VX,Virgin America,13737167,13855940,22139973,22331162
9,2015,20308,WE,Centurion Cargo Inc.,0,694383,0,1098608
9,2015,20195,WI,Sky Lease Cargo,0,0,0,0
9,2015,20287,WP,Island Air Hawaii,95750,95750,157122,157122
9,2015,20377,X9,Omni Air Express,347283,2981545,603415,9850820
9,2015,20207,XP,XTRA Airways,112156,225339,242103,486423
9,2015,20378,YV,Mesa Airlines Inc.,0,0,0,0
9,2015,20452,YX,Republic Airlines,13330049,13330049,19660939,19660939
9,2015,20046,ZW,Air Wisconsin Airlines Corp,6636047,6636047,10897010,10897010
9,2015,19393,WN,Southwest Airlines Co.,150538427,151147735,260093262,261198086
10,2015,21352,0WQ,Avjet Corporation,141842,155230,441129,475670
10,2015,21645,23Q,Songbird Airways Inc.,0,0,0,0
10,2015,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
10,2015,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,440269,440269,1031071,1031071
10,2015,19917,5X,United Parcel Service,33826000,63717000,50319000,92596000
10,2015,20007,5Y,Atlas Air Inc.,5507677,31440866,11575198,65814347
10,2015,19874,8C,Air Transport International,26362,918365,54396,2493654
10,2015,20363,9E,Endeavor Air Inc.,0,0,0,0
10,2015,20190,9S,Southern Air Inc.,580339,6387395,2100827,23122369
10,2015,19805,AA,American Airlines Inc.,182248475,298816240,270111807,441559226
10,2015,20453,ABX,ABX Air Inc,38448,38448,0,0
10,2015,19930,AS,Alaska Airlines Inc.,35773954,36465629,60179138,61325553
10,2015,20409,B6,JetBlue Airways,46849602,56723630,81760207,99007701
10,2015,21167,CP,Compass Airlines,0,0,0,0
10,2015,19790,DL,Delta Air Lines Inc.,149249455,277460867,307188806,570389917
10,2015,21650,EE,Eastern Airlines Group Inc.,80320,195280,142970,347599
10,2015,20366,EV,ExpressJet Airlines Inc.,81937,81937,208003,208003
10,2015,20436,F9,Frontier Airlines Inc.,15992985,16936487,22532980,24008936
10,2015,20107,FX,Federal Express Corporation,59961832,94482894,87535000,140751000
10,2015,20368,G4,Allegiant Air,11672418,11672418,20222240,20222240
10,2015,20500,G7,GoJet Airlines LLC d/b/a United Express,0,0,0,0
10,2015,20166,GFQ,Gulf And Caribbean Cargo,358063,475722,699230,934373
10,2015,20402,GL,Miami Air International,399822,604477,864255,1306637
10,2015,19690,HA,Hawaiian Airlines Inc.,13467745,19389746,20470030,29766076
10,2015,20370,KAQ,Kalitta Air LLC,476885,3345582,917885,6745803
10,2015,21629,KD,Western Global,2233,2233,2233,2233
10,2015,21634,KH,Aloha Air Cargo,446107,446107,674712,674712
10,2015,20372,KLQ,Kalitta Charters II,275235,305281,557706,620754
10,2015,20169,L2,Lynden Air Cargo Airlines,211068,288572,455118,619407
10,2015,20151,M6,Amerijet International,499204,2060129,840666,3469285
10,2015,20398,MQ,Envoy Air,0,0,0,0
10,2015,20405,N8,"National Air Cargo Group, Inc. d/b/a Murray Air",65736,807938,107154,1838193
10,2015,20108,NC,Northern Air Cargo Inc.,688066,688066,1230807,1230807
10,2015,20416,NK,Spirit Air Lines,20395753,21954524,33263004,35805171
10,2015,20397,OH,PSA Airlines Inc.,0,0,0,0
10,2015,20304,OO,SkyWest Airlines Inc.,4711398,4711398,9706354,9706354
10,2015,20177,PFQ,Asia Pacific,0,279057,0,631727
10,2015,20100,PO,Polar Air Cargo Airways,3018145,15815353,4688076,23815988
10,2015,20149,PRQ,Florida West Airlines Inc.,0,0,0,0
10,2015,19687,QX,Horizon Air,0,0,0,0
10,2015,20448,S5,Shuttle America Corp.,6451193,6451193,9406213,9406213
10,2015,20422,SY,Sun Country Airlines d/b/a MN Airlines,3515001,3839896,6495282,7091247
10,2015,20447,U7,USA Jet Airlines Inc.,577908,580937,926271,933922
10,2015,19977,UA,United Air Lines Inc.,127117672,271744160,188657628,406517958
10,2015,21171,VX,Virgin America,14580153,14718602,23156297,23382644
10,2015,20308,WE,Centurion Cargo Inc.,0,393727,0,635275
10,2015,20195,WI,Sky Lease Cargo,0,0,0,0
10,2015,20287,WP,Island Air Hawaii,104172,104172,158457,158457
10,2015,20377,X9,Omni Air Express,326188,3359809,526139,7459011
10,2015,20207,XP,XTRA Airways,246721,513070,567549,1180250
10,2015,20378,YV,Mesa Airlines Inc.,0,0,0,0
10,2015,20452,YX,Republic Airlines,13190456,13190456,19321347,19321347
10,2015,20046,ZW,Air Wisconsin Airlines Corp,6797089,6797089,10657733,10657733
10,2015,19393,WN,Southwest Airlines Co.,157449231,158326581,256733693,258329294
11,2015,21352,0WQ,Avjet Corporation,154497,194273,437227,545398
11,2015,21645,23Q,Songbird Airways Inc.,0,0,0,0
11,2015,21652,27Q,"Jet Aviation Flight Services, Inc.",0,0,0,0
